index,time,tavg,tmin,tmax,prcp,wdir,wspd,pres
3464,2022-08-25,24.6,21.7,30.0,0.0,121.0,12.2,1015.7
3465,2022-08-26,25.3,21.1,32.8,10.4,198.0,15.5,1013.4
3466,2022-08-27,22.1,19.4,25.6,0.0,56.0,15.1,1016.3
3467,2022-08-28,21.5,18.9,24.4,0.0,110.0,15.1,1021.9
3468,2022-08-29,23.8,18.3,31.7,0.0,217.0,18.4,1018.6
3469,2022-08-30,26.4,22.2,32.8,0.0,204.0,21.2,1011.5
3470,2022-08-31,25.1,20.0,30.0,8.4,253.0,16.6,1006.6
3471,2022-09-01,23.2,16.7,26.7,0.0,273.0,18.7,1011.8
3472,2022-09-02,18.3,13.3,20.6,0.0,70.0,14.8,1024.3
3473,2022-09-03,18.9,15.0,23.9,0.0,166.0,16.6,1024.7
3474,2022-09-04,21.9,17.8,28.3,0.0,186.0,14.4,1019.5
3475,2022-09-05,21.2,16.7,22.2,11.2,51.0,13.7,1020.4
3476,2022-09-06,17.8,16.7,18.3,13.5,49.0,16.6,1019.7
3477,2022-09-07,18.6,15.6,22.2,0.0,41.0,17.6,1017.4
3478,2022-09-08,18.2,15.0,21.7,0.0,34.0,14.8,1014.2
3479,2022-09-09,18.5,14.4,23.9,0.0,32.0,9.0,1017.7
3480,2022-09-10,22.3,18.9,26.7,0.0,38.0,10.4,1021.8
3481,2022-09-11,23.1,20.6,26.7,0.0,273.0,11.9,1018.9
3482,2022-09-12,21.4,18.9,24.4,0.0,177.0,11.2,1011.1
3483,2022-09-13,20.6,19.4,23.3,3.8,147.0,11.2,1008.2
3484,2022-09-14,22.0,17.2,26.7,0.0,263.0,20.2,1009.7
3485,2022-09-15,19.6,13.9,22.2,0.0,306.0,23.0,1017.9
3486,2022-09-16,17.1,12.8,22.8,0.0,314.0,16.9,1020.6
3487,2022-09-17,15.9,11.1,18.9,0.0,61.0,15.5,1024.0
3488,2022-09-18,21.1,15.6,28.9,0.3,239.0,22.3,1015.4
3489,2022-09-19,18.4,15.0,22.2,10.7,63.0,15.8,1012.9
3490,2022-09-20,16.2,14.4,16.7,0.3,44.0,10.8,1011.6
3491,2022-09-21,16.4,13.9,20.6,0.0,291.0,12.2,1012.4
3492,2022-09-22,18.2,12.8,21.1,19.0,236.0,19.8,1002.0
3493,2022-09-23,13.2,10.0,16.1,0.0,316.0,30.2,1007.8
3494,2022-09-24,13.6,8.9,20.6,0.0,291.0,22.7,1010.4
3495,2022-09-25,15.7,10.6,21.1,0.0,209.0,14.0,1007.0
3496,2022-09-26,18.9,15.0,23.9,7.4,227.0,19.8,1004.2
3497,2022-09-27,18.5,14.4,23.9,0.0,211.0,18.0,1009.5
3498,2022-09-28,17.2,12.8,22.2,0.0,281.0,16.6,1016.9
3499,2022-09-29,15.1,10.6,18.3,0.0,343.0,16.2,1026.2
3500,2022-09-30,12.3,8.9,15.0,0.0,47.0,11.9,1026.6
3501,2022-10-01,12.6,11.1,14.4,0.5,9.0,13.0,1020.3
3502,2022-10-02,13.2,11.1,14.4,0.0,38.0,36.7,1022.5
3503,2022-10-03,11.9,11.1,13.3,0.0,53.0,31.0,1025.4
3504,2022-10-04,12.6,11.7,14.4,11.7,36.0,28.8,1019.8
3505,2022-10-05,13.2,12.2,15.0,11.2,12.0,21.2,1014.0
3506,2022-10-06,16.5,14.4,21.1,0.0,30.0,12.2,1013.1
3507,2022-10-07,18.5,13.9,25.6,0.0,229.0,16.6,1012.5
3508,2022-10-08,13.9,7.8,16.1,0.3,290.0,18.0,1017.7
3509,2022-10-09,11.4,6.7,16.7,0.0,264.0,17.3,1018.1
3510,2022-10-10,13.3,9.4,19.4,0.8,295.0,9.0,1021.8
3511,2022-10-11,13.5,8.9,18.9,0.0,275.0,10.1,1024.6
3512,2022-10-12,16.4,10.0,23.9,0.0,231.0,13.7,1021.9
3513,2022-10-13,16.2,12.8,19.4,26.2,153.0,19.1,1015.6
3514,2022-10-14,17.8,13.9,20.6,30.2,262.0,15.8,1011.1
3515,2022-10-15,16.0,11.7,21.7,0.0,246.0,11.9,1015.4
3516,2022-10-16,14.4,10.6,20.0,0.0,353.0,7.6,1013.0
3517,2022-10-17,12.9,9.4,15.6,5.8,40.0,9.0,1007.2
3518,2022-10-18,16.6,10.0,20.6,4.6,193.0,14.4,1002.5
3519,2022-10-19,11.2,6.7,13.9,0.0,244.0,18.4,1008.0
3520,2022-10-20,9.9,5.6,15.0,0.0,228.0,23.0,1013.9
3521,2022-10-21,11.5,7.8,16.7,0.0,198.0,13.3,1019.8
3522,2022-10-22,13.7,8.3,20.0,0.0,201.0,11.5,1024.6
3523,2022-10-23,12.6,10.0,14.4,1.8,14.0,11.9,1027.0
3524,2022-10-24,13.1,11.1,15.6,2.5,11.0,11.2,1023.9
3525,2022-10-25,14.8,13.9,16.7,1.3,55.0,9.0,1021.2
3526,2022-10-26,15.8,15.0,18.3,11.9,69.0,9.0,1010.5
3527,2022-10-27,17.0,7.8,20.0,0.0,301.0,22.3,1016.6
3528,2022-10-28,8.8,5.6,11.1,0.0,17.0,13.3,1033.6
3529,2022-10-29,8.6,4.4,12.8,0.0,11.0,9.4,1031.5
3530,2022-10-30,9.9,3.9,17.2,0.0,46.0,6.8,1023.7
3531,2022-10-31,12.8,7.2,20.0,0.0,208.0,14.4,1017.3
3532,2022-11-01,15.9,13.9,18.3,1.0,237.0,12.6,1015.0
3533,2022-11-02,15.8,8.9,20.6,0.0,346.0,11.2,1023.7
3534,2022-11-03,12.2,7.8,16.1,0.0,6.0,10.8,1028.6
3535,2022-11-04,14.9,10.0,22.2,0.0,222.0,19.8,1026.5
3536,2022-11-05,18.3,13.9,25.0,0.0,207.0,18.4,1024.0
3537,2022-11-06,20.8,18.3,24.4,0.0,208.0,25.6,1022.1
3538,2022-11-07,20.7,12.2,24.4,0.0,248.0,23.4,1019.8
3539,2022-11-08,11.6,4.4,12.8,0.0,328.0,22.3,1031.9
3540,2022-11-09,5.9,2.2,8.9,0.0,2.0,13.0,1036.1
3541,2022-11-10,11.6,6.1,20.6,0.0,226.0,24.1,1024.9
3542,2022-11-11,16.3,12.8,21.1,9.7,192.0,18.4,1016.1
3543,2022-11-12,20.4,13.3,24.4,1.8,239.0,24.1,1001.0
3544,2022-11-13,12.1,5.0,13.3,2.5,303.0,16.9,1008.9
3545,2022-11-14,5.2,1.7,6.7,0.0,306.0,18.4,1023.6
3546,2022-11-15,3.1,0.6,6.1,0.0,351.0,10.1,1030.5
3547,2022-11-16,8.0,2.8,13.9,20.1,264.0,24.1,1011.3
3548,2022-11-17,5.4,2.2,7.8,0.0,260.0,23.8,1010.1
3549,2022-11-18,3.7,0.0,7.2,0.0,240.0,19.4,1016.4
3550,2022-11-19,3.1,-0.5,6.7,0.0,232.0,18.4,1019.6
3551,2022-11-20,1.6,-1.6,4.4,0.0,264.0,25.9,1016.0
3552,2022-11-21,-0.4,-3.8,3.9,0.0,238.0,23.4,1025.9
3553,2022-11-22,4.8,1.7,8.9,0.0,231.0,16.2,1023.7
3554,2022-11-23,6.8,2.2,10.6,0.0,300.0,15.8,1022.3
3555,2022-11-24,3.9,0.0,8.9,0.0,235.0,11.9,1027.3
3556,2022-11-25,7.9,5.0,11.1,0.3,232.0,19.8,1010.4
3557,2022-11-26,7.3,3.9,11.7,0.0,273.0,20.5,1010.8
3558,2022-11-27,8.9,6.1,13.9,16.3,200.0,15.8,1004.6
3559,2022-11-28,11.2,3.3,14.4,0.0,290.0,25.2,1002.7
3560,2022-11-29,3.8,0.6,6.1,0.0,353.0,10.8,1024.4
3561,2022-11-30,8.2,3.9,15.0,16.8,173.0,23.0,1014.3
3562,2022-12-01,5.9,2.2,6.1,0.0,275.0,25.9,1018.0
3563,2022-12-02,3.8,0.6,7.2,0.0,231.0,13.7,1031.9
3564,2022-12-03,9.0,3.9,15.0,4.1,202.0,27.0,1018.4
3565,2022-12-04,5.9,0.0,6.1,0.0,296.0,14.4,1020.2
3566,2022-12-05,3.8,-1.6,9.4,0.0,186.0,14.8,1025.7
3567,2022-12-06,7.7,4.4,12.8,2.3,126.0,10.4,1029.7
3568,2022-12-07,10.9,8.9,15.0,21.6,168.0,16.6,1022.0
3569,2022-12-08,11.4,2.8,14.4,0.0,325.0,23.4,1020.3
3570,2022-12-09,4.1,0.6,8.3,0.0,338.0,22.3,1023.8
3571,2022-12-10,0.8,-0.5,2.2,0.0,1.0,20.9,1029.7
3572,2022-12-11,-1.2,-3.8,1.1,1.0,0.0,20.9,1026.4
3573,2022-12-12,-2.3,-4.3,1.1,0.0,337.0,18.7,1021.0
3574,2022-12-13,0.2,-3.2,5.0,0.0,299.0,23.0,1020.0
3575,2022-12-14,-0.3,-4.9,2.8,0.0,309.0,29.9,1016.8
3576,2022-12-15,3.0,0.0,6.7,0.8,32.0,23.0,1023.7
3577,2022-12-16,6.2,5.6,7.2,32.5,65.0,39.6,1008.7
3578,2022-12-17,4.5,1.7,6.1,3.8,300.0,24.5,1000.7
3579,2022-12-18,2.9,0.6,5.0,0.0,277.0,20.2,1009.9
3580,2022-12-19,1.7,-0.5,5.6,0.0,285.0,24.1,1017.4
3581,2022-12-20,1.4,-1.0,5.0,0.0,314.0,20.5,1026.1
3582,2022-12-21,0.1,-2.7,3.9,0.0,288.0,9.7,1031.5
3583,2022-12-22,1.7,-2.1,7.2,3.6,71.0,17.6,1030.1
3584,2022-12-23,9.4,-7.1,13.9,16.8,158.0,46.8,993.9
3585,2022-12-24,-7.6,-11.6,-6.6,0.0,235.0,29.9,1003.4
3586,2022-12-25,-7.5,-9.9,-2.7,0.0,236.0,24.1,1010.2
3587,2022-12-26,-3.4,-6.0,1.1,0.0,255.0,18.4,1019.7
3588,2022-12-27,-0.7,-2.1,2.2,0.0,266.0,16.2,1023.2
3589,2022-12-28,0.2,-4.3,6.1,0.0,217.0,13.7,1025.3
3590,2022-12-29,4.9,0.0,12.2,0.0,206.0,12.2,1024.4
3591,2022-12-30,9.1,3.9,17.2,0.0,212.0,14.0,1023.1
3592,2022-12-31,9.6,6.7,12.2,8.9,202.0,14.8,1015.3
3593,2023-01-01,11.4,6.1,12.8,1.0,268.0,21.6,1008.7
3594,2023-01-02,6.5,2.2,11.1,0.0,271.0,12.2,1018.5
3595,2023-01-03,4.9,1.1,7.2,12.2,8.0,7.6,1015.7
3596,2023-01-04,5.2,4.4,7.2,8.1,38.0,8.6,1012.3
3597,2023-01-05,5.6,1.7,7.2,2.3,22.0,24.1,1015.7
3598,2023-01-06,1.6,0.6,2.2,4.8,338.0,13.0,1016.2
3599,2023-01-07,3.0,-0.6,6.7,0.0,287.0,14.8,1018.2
3600,2023-01-08,-0.2,-3.9,3.3,0.0,260.0,15.1,1023.7
3601,2023-01-09,1.4,-2.2,6.1,0.0,255.0,15.5,1012.5
3602,2023-01-10,2.7,-2.2,5.6,0.0,309.0,16.6,1015.1
3603,2023-01-11,-1.7,-5.0,1.7,0.3,2.0,13.3,1025.5
3604,2023-01-12,1.3,-1.1,9.4,6.4,59.0,14.0,1022.2
3605,2023-01-13,11.1,3.9,14.4,9.7,211.0,25.6,1002.2
3606,2023-01-14,2.7,0.6,3.9,1.5,345.0,19.8,1009.1
3607,2023-01-15,0.9,-1.7,2.8,0.5,5.0,31.7,1014.7
3608,2023-01-16,-0.4,-1.1,1.1,2.8,330.0,23.0,1008.5
3609,2023-01-17,3.2,0.0,10.0,0.3,262.0,15.1,1002.9
3610,2023-01-18,7.3,4.4,11.1,0.8,271.0,18.7,1004.9
3611,2023-01-19,4.3,1.7,5.6,14.5,5.0,14.4,1013.3
3612,2023-01-20,1.7,-0.6,3.3,12.4,348.0,16.2,1004.8
3613,2023-01-21,-0.4,-1.7,0.6,0.0,323.0,13.3,1019.2
3614,2023-01-22,-0.6,-2.2,2.8,6.1,219.0,12.2,1020.5
3615,2023-01-23,1.6,-0.6,2.2,22.1,342.0,25.6,1001.9
3616,2023-01-24,1.0,-1.1,3.9,0.0,259.0,23.0,1015.8
3617,2023-01-25,1.8,0.6,6.1,7.9,154.0,15.1,1022.7
3618,2023-01-26,7.2,1.7,12.8,18.3,245.0,28.8,999.2
3619,2023-01-27,2.4,-1.1,5.6,0.0,258.0,13.7,1017.9
3620,2023-01-28,3.8,-1.1,10.0,0.0,226.0,18.7,1022.5
3621,2023-01-29,6.1,1.1,10.6,0.0,193.0,13.7,1022.9
3622,2023-01-30,6.4,2.2,7.8,0.0,271.0,11.2,1019.6
3623,2023-01-31,2.3,-5.0,5.0,1.0,340.0,16.9,1021.9
3624,2023-02-01,-3.6,-6.1,-1.1,0.0,344.0,12.2,1024.5
3625,2023-02-02,-1.2,-4.4,3.3,0.0,238.0,19.8,1017.8
3626,2023-02-03,-3.9,-22.2,0.6,0.0,284.0,35.3,1011.7
3627,2023-02-04,-17.8,-23.3,-7.8,0.0,270.0,25.6,1031.9
3628,2023-02-05,-1.1,-7.8,10.6,0.0,216.0,21.2,1020.3
3629,2023-02-06,4.9,0.0,9.4,0.0,328.0,16.9,1016.7
3630,2023-02-07,-0.7,-4.4,1.1,1.0,55.0,16.9,1025.5
3631,2023-02-08,4.4,1.1,9.4,0.0,261.0,19.8,1019.5
3632,2023-02-09,4.8,0.0,8.3,0.0,118.0,10.1,1022.1
3633,2023-02-10,8.4,2.8,15.6,0.0,301.0,20.5,1008.0
3634,2023-02-11,5.1,0.0,6.7,0.0,287.0,20.5,1020.2
3635,2023-02-12,3.9,-0.6,10.0,0.0,215.0,11.5,1017.3
3636,2023-02-13,4.8,2.8,6.7,0.0,39.0,18.0,1003.9
3637,2023-02-14,5.8,1.7,11.1,0.0,287.0,14.8,1013.9
3638,2023-02-15,6.3,0.6,13.9,0.0,189.0,19.8,1016.5
3639,2023-02-16,13.0,7.8,16.7,0.3,247.0,13.7,1012.8
3640,2023-02-17,10.4,-3.3,15.6,1.8,275.0,20.5,1003.4
3641,2023-02-18,-0.9,-5.0,5.0,0.0,272.0,19.8,1022.6
3642,2023-02-19,3.4,0.6,8.3,0.0,200.0,15.8,1024.2
3643,2023-02-20,9.9,6.7,16.1,0.0,249.0,17.3,1005.6
3644,2023-02-21,5.0,0.6,7.8,3.8,44.0,14.8,1005.2
3645,2023-02-22,4.4,0.6,6.7,6.6,278.0,15.5,1017.9
3646,2023-02-23,0.5,-3.3,1.1,13.5,21.0,24.5,1015.6
3647,2023-02-24,-0.9,-7.7,3.3,0.3,310.0,23.4,1020.9
3648,2023-02-25,-7.9,-10.6,-6.7,0.3,313.0,11.9,1029.5
3649,2023-02-26,-4.2,-7.8,3.9,0.0,268.0,11.9,1012.6
3650,2023-02-27,-1.7,-2.8,-0.6,0.0,46.0,18.7,1014.9
3651,2023-02-28,0.6,-1.7,2.2,7.1,86.0,23.8,1010.7
3652,2023-03-01,2.4,0.6,5.6,0.0,12.0,14.0,1019.1
