YEAR,MO,DY,hum,uvi,tavg,wspd,wdir,pres,prcp
2026,1,8,3.47,0.13,-0.34,2.54,295.6,100.89,0.02
2026,1,9,3.96,0.17,0.74,2.72,190.5,101.5,0.49
2026,1,10,4.57,0.2,3.26,2.91,262.9,101.07,1.44
2026,1,11,4.42,0.23,2.64,2.43,355.8,99.94,8.4
2026,1,12,2.48,0.13,-1.0,4.68,277.4,100.47,0.04
2026,1,13,3.21,0.22,0.35,2.62,226.8,100.66,0.0
2026,1,14,4.62,0.15,3.54,2.74,197.8,99.59,0.2
2026,1,15,4.91,0.14,4.24,2.66,200.9,98.69,0.85
2026,1,16,1.64,0.21,-4.5,5.05,281.0,99.38,0.01
2026,1,17,2.99,0.1,-1.27,2.23,210.6,100.93,2.94
2026,1,18,3.46,0.06,-0.58,1.88,266.7,100.73,3.8
2026,1,19,3.02,0.16,-1.64,2.91,289.8,100.1,5.11
2026,1,20,1.73,0.19,-6.62,4.16,265.4,101.03,0.07
2026,1,21,1.43,0.15,-8.86,3.17,238.6,102.1,0.04
2026,1,22,3.46,0.2,0.38,3.56,228.7,100.68,2.07
2026,1,23,2.13,0.18,-3.58,3.82,277.8,100.87,0.01
2026,1,24,0.86,0.22,-12.27,4.96,302.5,102.17,0.01
2026,1,25,1.14,0.15,-12.03,2.86,14.9,102.5,14.35
2026,1,26,2.28,0.18,-6.57,4.17,20.3,99.93,12.96
2026,1,27,1.54,0.18,-10.65,3.75,286.4,100.34,0.41
2026,1,28,1.46,0.21,-11.37,3.05,282.2,100.66,0.02
2026,1,29,1.54,0.18,-10.36,3.01,305.4,100.66,0.02
2026,1,30,1.19,0.21,-13.59,4.74,292.6,100.78,0.01
2026,1,31,1.11,0.23,-14.78,2.76,312.6,101.12,0.01
2026,2,1,1.4,0.24,-12.01,4.37,352.5,100.34,0.05
2026,2,2,1.7,0.24,-9.52,3.72,319.7,100.23,0.0
2026,2,3,1.73,0.26,-9.37,2.36,304.0,100.96,0.0
2026,2,4,1.97,0.28,-7.64,3.31,290.0,101.08,0.12
2026,2,5,1.76,0.29,-8.91,2.71,310.0,100.92,0.0
2026,2,6,1.99,0.23,-7.62,2.55,21.7,100.01,0.24
2026,2,7,2.1,0.19,-6.88,3.3,355.5,99.28,4.39
2026,2,8,1.0,0.28,-15.55,5.66,319.0,100.65,0.03
2026,2,9,1.35,0.3,-12.19,4.59,315.0,101.18,0.0
2026,2,10,1.92,0.29,-7.69,2.34,299.2,100.98,0.82
2026,2,11,3.27,0.32,-1.7,3.06,257.6,99.61,5.69
2026,2,12,2.6,0.38,-3.78,4.35,310.7,100.09,0.09
2026,2,13,2.07,0.41,-6.33,3.04,317.1,100.89,0.0
2026,2,14,2.46,0.22,-4.5,2.69,272.8,100.86,0.01
2026,2,15,2.16,0.37,-4.83,2.83,320.2,101.04,0.0
2026,2,16,2.59,0.28,-2.21,2.26,78.3,101.24,0.0
2026,2,17,3.24,0.2,-0.51,1.68,208.8,101.11,0.16
2026,2,18,3.84,0.2,1.26,2.19,276.0,100.46,0.77
2026,2,19,2.81,0.47,0.33,2.06,27.9,100.74,0.08
2026,2,20,3.48,0.19,-0.16,2.09,137.1,100.56,6.27
2026,2,21,3.29,0.23,-0.77,2.19,38.9,100.24,9.36
2026,2,22,2.93,0.25,-2.01,2.52,61.1,101.16,2.13
2026,2,23,3.04,0.14,-2.36,7.35,16.5,99.37,16.85
2026,2,24,2.39,0.45,-4.96,4.95,308.3,99.73,0.03
2026,2,25,2.4,0.25,-6.68,3.13,219.0,99.97,1.63
2026,2,26,3.28,0.46,-0.58,2.83,256.1,100.02,0.3
2026,2,27,2.35,0.5,-3.09,2.06,310.1,100.89,0.0
2026,2,28,3.45,0.46,0.23,3.0,201.7,101.02,0.0
2026,3,1,3.08,0.48,-0.38,3.38,321.2,101.09,0.62
2026,3,2,1.32,0.61,-6.08,2.56,333.9,102.58,0.0
2026,3,3,2.17,0.25,-4.72,2.44,202.3,102.61,7.26
2026,3,4,3.53,0.61,0.94,1.93,286.5,101.42,8.03
2026,3,5,3.62,0.43,0.32,2.73,7.1,101.61,1.48
2026,3,6,3.66,0.37,0.15,3.8,45.1,102.05,15.59
2026,3,7,4.13,0.46,1.52,2.4,184.3,101.43,0.17
2026,3,8,5.66,0.69,6.42,3.68,239.9,99.88,1.26
2026,3,9,5.25,0.79,7.21,2.88,232.1,100.56,0.0
2026,3,10,6.06,0.73,9.71,2.7,223.8,100.61,0.03
2026,3,11,5.91,0.7,7.99,2.75,119.1,100.58,0.91
2026,3,12,5.27,0.33,6.78,3.96,257.4,99.48,3.21
2026,3,13,2.63,0.83,0.22,3.21,270.4,100.61,0.49
2026,3,14,3.48,0.51,2.0,4.31,249.1,100.16,1.67
2026,3,15,2.76,0.48,0.73,3.0,291.0,102.0,0.05
2026,3,16,6.18,0.41,6.85,4.25,156.6,100.64,17.88
2026,3,17,5.14,1.03,6.96,6.5,235.5,99.32,8.55
2026,3,18,1.78,0.71,-1.97,3.0,290.4,101.59,0.01
2026,3,19,2.61,0.49,-0.21,1.9,186.8,101.74,0.0
2026,3,20,3.94,0.67,3.12,2.99,216.9,100.83,0.32
2026,3,21,4.28,0.75,5.05,3.16,307.7,100.14,2.11
2026,3,22,4.2,0.22,2.71,2.58,163.8,100.32,10.06
2026,3,23,4.08,0.47,2.12,3.29,19.9,100.13,12.84
2026,3,24,3.14,0.9,1.9,2.38,326.4,101.48,0.34
2026,3,25,3.37,0.87,3.35,2.72,240.0,101.7,0.0
2026,3,26,5.67,0.6,7.35,3.12,203.1,100.53,1.87
2026,3,27,4.55,1.1,5.85,3.5,318.8,100.17,3.61
2026,3,28,2.06,1.21,-1.34,2.61,341.3,101.71,0.0
2026,3,29,2.76,0.69,1.41,2.98,245.7,102.24,0.0
2026,3,30,5.1,0.91,6.38,3.61,217.4,101.25,0.01
2026,3,31,7.69,0.5,10.99,2.63,211.5,100.54,6.56
2026,4,1,7.17,0.74,10.93,2.23,341.9,100.63,2.97
2026,4,2,4.13,0.49,3.46,3.55,54.9,102.3,11.53
2026,4,3,5.52,0.74,6.55,2.6,183.7,101.68,0.89
2026,4,4,6.02,1.0,9.27,3.76,62.4,101.34,0.09
2026,4,5,5.91,0.43,7.09,2.66,183.6,100.56,4.06
2026,4,6,3.81,1.17,5.24,4.23,283.5,100.31,0.04
2026,4,7,3.57,0.62,2.62,2.49,265.5,101.18,1.89
2026,4,8,2.36,1.1,1.6,2.67,344.3,102.48,0.0
2026,4,9,3.55,1.26,4.17,2.89,189.1,102.58,0.0
2026,4,10,4.91,1.19,7.79,3.16,205.2,101.7,0.01
2026,4,11,4.77,1.37,9.2,3.75,292.1,101.13,0.64
2026,4,12,3.55,1.2,5.5,2.09,322.4,102.15,0.08
2026,4,13,7.05,0.89,10.76,3.52,207.0,101.01,5.68
2026,4,14,9.5,1.36,17.2,2.44,236.2,100.47,1.58
2026,4,15,9.46,1.29,16.86,1.99,232.6,100.28,4.81
2026,4,16,9.32,1.25,14.84,1.27,117.0,100.28,5.49
2026,4,17,8.79,0.88,13.98,1.9,42.2,100.1,2.67
2026,4,18,6.43,1.15,9.06,2.2,64.6,101.01,0.5
2026,4,19,5.93,0.32,7.63,2.03,287.4,100.2,7.64
2026,4,20,3.82,1.03,4.61,2.63,278.0,100.97,0.45
2026,4,21,2.77,1.33,4.23,1.69,29.5,101.72,0.02
2026,4,22,4.46,0.5,5.29,2.78,191.4,101.25,0.16
2026,4,23,5.17,1.43,8.88,2.77,302.3,100.37,0.14
2026,4,24,4.1,1.44,6.99,2.02,17.5,100.18,0.0
2026,4,25,4.14,1.15,6.65,1.35,95.3,100.83,0.0
2026,4,26,4.94,1.37,9.01,1.47,159.5,101.08,0.06
2026,4,27,5.22,1.53,10.6,1.91,70.9,101.49,0.0
2026,4,28,5.0,1.62,8.99,2.37,76.7,101.41,0.0
2026,4,29,5.71,1.5,8.95,2.17,62.2,100.83,0.14
2026,4,30,6.5,0.54,9.16,0.92,52.2,99.99,6.17
2026,5,1,5.51,-999.0,10.36,2.55,302.0,100.04,0.15
2026,5,2,6.03,-999.0,9.78,1.7,206.9,100.27,2.75
2026,5,3,5.05,-999.0,8.42,2.99,316.4,99.94,1.03
2026,5,4,5.18,-999.0,10.84,3.4,239.4,100.1,0.09
2026,5,5,7.74,-999.0,14.98,3.66,204.2,100.11,0.04
2026,5,6,8.72,-999.0,15.0,4.04,200.9,100.04,5.79
2026,5,7,6.25,-999.0,12.29,2.74,287.3,99.84,3.19
2026,5,8,4.58,-999.0,9.69,2.65,284.3,100.05,0.08
2026,5,9,6.08,-999.0,8.79,1.89,203.3,100.49,9.14
2026,5,10,8.14,-999.0,14.12,2.22,197.3,100.35,1.47
2026,5,11,5.9,-999.0,11.88,1.76,319.4,100.81,0.75
2026,5,12,4.8,-999.0,10.65,2.26,319.0,101.02,0.02
2026,5,13,6.18,-999.0,10.7,1.85,179.5,100.79,1.74
2026,5,14,7.93,-999.0,12.85,2.65,137.2,100.09,12.06
2026,5,15,7.35,-999.0,10.48,1.68,18.8,100.05,4.6
2026,5,16,7.46,-999.0,14.45,2.59,243.3,100.67,0.11
2026,5,17,10.01,-999.0,19.15,2.65,248.5,100.46,0.54
2026,5,18,9.36,-999.0,18.81,1.96,94.4,101.21,0.15
2026,5,19,11.6,-999.0,21.34,2.63,218.9,100.74,3.59
2026,5,20,13.24,-999.0,22.59,2.94,250.6,100.32,3.23
2026,5,21,7.22,-999.0,15.84,2.09,325.3,101.15,0.16
2026,5,22,5.14,-999.0,12.72,1.93,24.4,101.92,0.01
2026,5,23,6.41,-999.0,11.67,1.91,62.7,102.25,0.27
2026,5,24,7.29,-999.0,10.84,2.21,102.4,102.29,12.03
2026,5,25,9.27,-999.0,14.77,1.79,222.0,101.06,8.2
2026,5,26,9.96,-999.0,18.54,1.74,270.6,100.84,3.73
2026,5,27,11.17,-999.0,19.8,2.37,242.5,100.13,0.58
2026,5,28,8.94,-999.0,17.45,2.33,349.2,100.0,2.17
2026,5,29,7.58,-999.0,15.63,2.12,315.8,100.19,0.94
2026,5,30,7.01,-999.0,10.63,3.75,36.1,100.05,19.36
2026,5,31,6.65,-999.0,11.27,1.62,315.5,100.62,1.03
2026,6,1,7.06,-999.0,12.66,1.87,30.0,100.69,2.96
2026,6,2,7.07,-999.0,14.87,1.74,290.0,101.14,0.07
2026,6,3,8.42,-999.0,18.7,1.28,321.0,101.21,0.0
2026,6,4,9.51,-999.0,20.08,1.95,224.0,101.02,0.01
2026,6,5,10.22,-999.0,21.77,1.66,269.6,100.54,0.05
2026,6,6,11.66,-999.0,21.18,1.87,185.7,100.19,1.61
2026,6,7,11.44,-999.0,20.67,2.99,267.1,99.74,2.08
2026,6,8,8.44,-999.0,18.23,1.55,3.2,101.21,2.24
2026,6,9,9.62,-999.0,19.72,2.55,237.9,101.15,0.15
2026,6,10,11.26,-999.0,21.67,2.58,220.9,100.41,1.18
2026,6,11,14.17,-999.0,24.47,1.54,250.9,99.79,0.81
2026,6,12,15.93,-999.0,25.89,1.02,245.7,99.62,1.6
2026,6,13,11.75,-999.0,24.64,2.26,303.2,99.95,0.09
2026,6,14,11.08,-999.0,23.07,2.54,225.5,100.09,0.55
2026,6,15,10.79,-999.0,21.54,2.57,258.3,99.46,8.7
2026,6,16,8.23,-999.0,19.57,2.37,300.4,99.96,0.01
2026,6,17,8.53,-999.0,19.65,1.66,219.5,100.08,0.47
2026,6,18,11.72,-999.0,19.47,2.96,185.7,99.65,8.31
2026,6,19,10.24,-999.0,21.25,3.67,265.5,99.21,0.24
2026,6,20,8.78,-999.0,20.19,3.77,280.1,99.47,0.15
2026,6,21,9.43,-999.0,20.12,2.0,289.3,100.06,2.51
2026,6,22,9.99,-999.0,19.27,1.26,262.0,100.77,12.45
2026,6,23,12.13,-999.0,19.15,1.51,60.8,100.32,11.08
2026,6,24,10.44,-999.0,21.09,2.17,302.1,100.24,0.63
2026,6,25,9.76,-999.0,21.87,1.42,262.9,100.78,0.01
2026,6,26,11.92,-999.0,20.47,1.7,191.5,100.87,8.16
2026,6,27,11.81,-999.0,22.27,1.17,321.8,100.8,0.52
2026,6,28,11.91,-999.0,22.59,0.9,109.9,100.65,0.71
2026,6,29,11.09,-999.0,23.17,1.52,347.3,100.87,0.02
2026,6,30,12.13,-999.0,22.83,1.73,189.9,100.98,1.18
2026,7,1,14.77,-999.0,24.82,1.94,236.0,100.49,12.37
